trialCode,trialAcronym,trialTitle,trialUrl,trialPhase,trialStatus,trialCompletionDate
NCT00465829,LABS-2,Long-term Effects of Bariatric Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00465829,,Completed,6/1/2016
NCT00467545,,An Extension to Viral Kinetics Study of Telbivudine and Entecavir in Adults With Chronic Hepatitis B,https://www.clinicaltrials.gov/ct2/show/NCT00467545,Phase 4,Completed,9/1/2009
NCT00468676,,Nurse-led Case Management for Diabetes and Cardiovascular Disease Patients With Depression,https://www.clinicaltrials.gov/ct2/show/NCT00468676,Not Applicable,Completed,8/1/2012
NCT00476307,,Immunogenicity and Reactogenicity of Fluarix™ (Influsplit SSW®) 2007/2008 in People 18 Years Old or Above,https://www.clinicaltrials.gov/ct2/show/NCT00476307,Phase 3,Completed,7/1/2007
NCT00478868,MODIC,Modic Changes and Associated Features in Southern European Chronic Low Back Pain Patients,https://www.clinicaltrials.gov/ct2/show/NCT00478868,,Completed,1/1/2011
NCT00480064,,Lomustine and Intermediate Dose Cytarabine in Older Patients With AML,https://www.clinicaltrials.gov/ct2/show/NCT00480064,Phase 3,Completed,5/1/2007
NCT00485186,,Gene Polymorphisms Influencing Steroid Synthesis and Action,https://www.clinicaltrials.gov/ct2/show/NCT00485186,,Withdrawn,6/1/2013
NCT00488358,,Hemodynamic Changes After Aortic Aneurysm Treatment With Stent-Graft,https://www.clinicaltrials.gov/ct2/show/NCT00488358,,Completed,8/1/2012
NCT00490724,,An Exploratory Study of Nesiritide in Participants With Acute Heart Failure,https://www.clinicaltrials.gov/ct2/show/NCT00490724,Phase 2,Completed,7/1/2008
NCT00500734,,Cardiomyopathy Tissue Bank in a Cancer Population,https://www.clinicaltrials.gov/ct2/show/NCT00500734,,Unknown status,12/1/2020
NCT00501956,IDPNHD,Intradialytic Parenteral Nutrition in Hemodialysis Patients,https://www.clinicaltrials.gov/ct2/show/NCT00501956,Phase 4,Completed,12/1/2010
NCT00502424,,The Effectiveness of a Nighttime Positioning Hand Splint in Patients With Rheumatoid Arthritis,https://www.clinicaltrials.gov/ct2/show/NCT00502424,Phase 2,Completed,7/1/2006
NCT00507715,,Study of the Modification of the Pharmacokinetic Profile of Levodopa by the Fiber Plantago Ovata Husk,https://www.clinicaltrials.gov/ct2/show/NCT00507715,Phase 1,Completed,11/1/2006
NCT00510497,,Autologous Dendritic Cell Vaccine in HIV1 Infection,https://www.clinicaltrials.gov/ct2/show/NCT00510497,Phase 1|Phase 2,Completed,9/1/2012
NCT00511537,,Unrelated Stem Cell Transplantation for Adults With Hematopoietic Disorders,https://www.clinicaltrials.gov/ct2/show/NCT00511537,,Completed,6/1/2009
NCT00513266,,Combination Chemotherapy and Monoclonal Antibody Therapy in Treating Patients With Advanced Colorectal Cancer With Liver Metastases or Lung Metastases That Are Potentially Removable by Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00513266,Phase 2,Unknown status,
NCT00515203,,Safety and Efficacy Study of Romiplostim (AMG 531) to Treat ITP in Pediatric Subjects,https://www.clinicaltrials.gov/ct2/show/NCT00515203,Phase 1|Phase 2,Completed,8/1/2009
NCT00515502,,Safety Study Using GSK573719 And Tiotropium In Patients With Chronic Obstructive Pulmonary Disease,https://www.clinicaltrials.gov/ct2/show/NCT00515502,Phase 2,Completed,11/6/2007
NCT00518583,,Phase II Study in Patients With Operable Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00518583,Phase 2,Unknown status,9/1/2009
NCT00519987,,Multiple Dose Pharmacokinetics of Intranasal Ketamine,https://www.clinicaltrials.gov/ct2/show/NCT00519987,Phase 1,Completed,8/1/2007
NCT00522093,,Efficacy and Safety of TJ-100 in the Treatment of Chronic Constipation,https://www.clinicaltrials.gov/ct2/show/NCT00522093,Not Applicable,Completed,3/1/2008
NCT00525031,,Temozolomide Alone or With Pegylated Interferon-Alpha 2b (PGI) in Melanoma Patients,https://www.clinicaltrials.gov/ct2/show/NCT00525031,Phase 2,Completed,6/1/2016
NCT00529412,,Bioresorbable Membrane to Reduce Postoperative Small Bowel Obstruction,https://www.clinicaltrials.gov/ct2/show/NCT00529412,Phase 3,Completed,3/1/2007
NCT00535119,,"Veliparib, Carboplatin, and Paclitaxel in Treating Patients With Advanced Solid Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00535119,Phase 1,Completed,
NCT00537537,,To Evaluate Antiviral Efficacy of Telbivudine in Hepatitis B Antigen Positive (HbeAg-positive) Compensated Chronic Hepatitis B (CHB),https://www.clinicaltrials.gov/ct2/show/NCT00537537,Phase 4,Completed,
NCT00537628,BACH,Biomarkers in Acute Heart Failure,https://www.clinicaltrials.gov/ct2/show/NCT00537628,,Completed,6/1/2008
NCT00539695,IL2 for GVHD,"Low Dose IL-2, Hematopoietic Stem Cell Transplantation, IL2 for GVHD",https://www.clinicaltrials.gov/ct2/show/NCT00539695,Phase 2,Completed,3/1/2014
NCT00540982,,Vinorelbine in Treating Patients With Advanced Solid Tumors That Have Not Responded to Treatment and Liver Dysfunction,https://www.clinicaltrials.gov/ct2/show/NCT00540982,Phase 1|Phase 2,Completed,5/20/2010
NCT00546858,,Relationship of Interstitial Cystitis to Vulvodynia,https://www.clinicaltrials.gov/ct2/show/NCT00546858,,Completed,5/1/2009
NCT00548002,FINLEVO,Combination Therapy With Fluoroquinolone in Staphylococcus Aureus Bacteremia,https://www.clinicaltrials.gov/ct2/show/NCT00548002,,Completed,8/1/2002
NCT00548184,,Lapatinib and Trastuzumab With or Without Endocrine Therapy,https://www.clinicaltrials.gov/ct2/show/NCT00548184,Phase 2,Completed,1/1/2014
NCT00551928,MPRvsMEL200,Lenalidomide Melphalan and Prednisone Versus High Dose Melphalan in Newly Diagnosed Multiple Myeloma Patients,https://www.clinicaltrials.gov/ct2/show/NCT00551928,Phase 3,"Active, not recruiting",6/1/2022
NCT00554008,,Comparative Study of Laparoscopic Versus Open Appendectomy in Children,https://www.clinicaltrials.gov/ct2/show/NCT00554008,Not Applicable,Completed,1/1/2011
NCT00555763,,Assessment of a New Goldmann Applanation Tonometer,https://www.clinicaltrials.gov/ct2/show/NCT00555763,Phase 3,Completed,7/1/2008
NCT00555893,,Efficacy Study of Early Versus Late Oseltamivir Administration for Treating and Preventing Influenza,https://www.clinicaltrials.gov/ct2/show/NCT00555893,Not Applicable,Completed,2/1/2011
NCT00556686,,Salivary Catecholamines in Aphthous Stomatitis (Canker Sores),https://www.clinicaltrials.gov/ct2/show/NCT00556686,,Withdrawn,12/1/2009
NCT00557622,,Clinical Evaluation of BRL29060A (Paroxetine Hydrochloride Hydrate) in Posttraumatic Stress Disorder (PTSD),https://www.clinicaltrials.gov/ct2/show/NCT00557622,Phase 2,Terminated,12/11/2008
NCT00562679,,Coronary Artery Disease and Sleep Apnea,https://www.clinicaltrials.gov/ct2/show/NCT00562679,,Completed,10/1/2007
NCT00569829,KATES,Modular Cognitive Behavioral Therapy for the Treatment of Child Anxiety Disorders in Elementary School Settings,https://www.clinicaltrials.gov/ct2/show/NCT00569829,Phase 2,Completed,6/1/2009
NCT00572468,,Statin Therapy Versus Placebo Prior to Prostatectomy,https://www.clinicaltrials.gov/ct2/show/NCT00572468,Not Applicable,Completed,4/30/2017
NCT00572715,,Acute Kidney Injury in Neonates,https://www.clinicaltrials.gov/ct2/show/NCT00572715,,Withdrawn,1/31/2010
NCT00577382,,SU011248 in Patients With Metastatic Mucosal or Acral/Lentiginous Melanoma,https://www.clinicaltrials.gov/ct2/show/NCT00577382,Phase 2,Completed,8/1/2014
NCT00580294,,A Pilot Study of Switching From One Pain Medication to Another (Opioid Rotation),https://www.clinicaltrials.gov/ct2/show/NCT00580294,Not Applicable,Completed,8/1/2008
NCT00580749,SNAP,Study of Nutrition in Acute Pancreatitis,https://www.clinicaltrials.gov/ct2/show/NCT00580749,Not Applicable,Terminated,5/1/2013
NCT00581568,CSC,Cutaneous Effects of Cryogen Spray Cooling,https://www.clinicaltrials.gov/ct2/show/NCT00581568,Phase 1,Completed,9/1/2010
NCT00583063,,Interaction Study of Rapamycin and Sunitinib in Patients With Advanced Cancers,https://www.clinicaltrials.gov/ct2/show/NCT00583063,Early Phase 1,Completed,4/1/2008
NCT00588705,,The Communication of Genetic Risk to Adolescent Daughters of Women With Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00588705,,Completed,1/1/2017
NCT00588991,,"Veliparib and Topotecan With or Without Carboplatin in Treating Patients With Relapsed or Refractory Acute Leukemia, High-Risk Myelodysplasia, or Aggressive Myeloproliferative Disorders",https://www.clinicaltrials.gov/ct2/show/NCT00588991,Phase 1,"Active, not recruiting",
NCT00591981,TOGA,Thoracic OncoGeriatric Assessment (TOGA) Trials,https://www.clinicaltrials.gov/ct2/show/NCT00591981,,Completed,8/1/2012
NCT00593749,HCSI,Healthy Corner Store Initiative,https://www.clinicaltrials.gov/ct2/show/NCT00593749,Not Applicable,Completed,6/1/2010
NCT00594945,,Study of Intranasal Clonazepam in Adult Subjects With Epileptic Seizures,https://www.clinicaltrials.gov/ct2/show/NCT00594945,Phase 2,Completed,6/1/2009
NCT00597987,,BRCA1 Haploinsufficiency and Gene Expression,https://www.clinicaltrials.gov/ct2/show/NCT00597987,,Completed,9/1/2012
NCT00599872,,Efficacy Study of Sublingual Immunotherapy to Treat Ragweed Allergies,https://www.clinicaltrials.gov/ct2/show/NCT00599872,Phase 3,Completed,12/1/2008
NCT00601666,,Bioequivalency Study of Zolpidem Tartrate Under Fasting Conditions,https://www.clinicaltrials.gov/ct2/show/NCT00601666,Not Applicable,Completed,3/1/2004
NCT00603590,Polypill,Phase II Study of Heart Polypill Safety and Efficacy in Primary Prevention of Cardiovascular Disease,https://www.clinicaltrials.gov/ct2/show/NCT00603590,Phase 2,Completed,7/1/2008
NCT00604578,,Pioglitazone Hydrochloride (Actos(Registered Trademark)) to Treat Asthma,https://www.clinicaltrials.gov/ct2/show/NCT00604578,Phase 2,Withdrawn,10/30/2009
NCT00607191,,Clubfoot DNA Repository,https://www.clinicaltrials.gov/ct2/show/NCT00607191,,Completed,5/4/2017
NCT00608465,,Defining Strategies for Improving Endothelial and Fibrinolytic Dysfunction in Obesity,https://www.clinicaltrials.gov/ct2/show/NCT00608465,Phase 4,Terminated,5/1/2011
NCT00611455,,Investigating Clinical Efficacy of Ofatumumab in Adult Rheumatoid Arthritis (RA) Patients Who Had an Inadequate Response to MTX Therapy,https://www.clinicaltrials.gov/ct2/show/NCT00611455,Phase 3,Terminated,7/15/2013
NCT00611481,,Study of Tai Chi Exercise and Balance in Persons With Parkinson's Disease,https://www.clinicaltrials.gov/ct2/show/NCT00611481,Phase 2,Completed,8/1/2011
NCT00614367,,Chromosomal Analysis of Single Cells in Human Embryos,https://www.clinicaltrials.gov/ct2/show/NCT00614367,,Unknown status,6/1/2008
NCT00614549,,"Efficacy and Safety of Levetiracetam in Routine Clinical Practice in Czech and Slovak Republics, Hungary, and Romania.",https://www.clinicaltrials.gov/ct2/show/NCT00614549,,Completed,6/1/2009
NCT00618514,BRILLIANT,The BRILLIANT Study,https://www.clinicaltrials.gov/ct2/show/NCT00618514,Not Applicable,Terminated,8/1/2009
NCT00618670,,Home-based vs. Supervised Exercise for People With Claudication,https://www.clinicaltrials.gov/ct2/show/NCT00618670,Not Applicable,Completed,9/1/2016
NCT00623428,,A Study of Combination Therapy With PEGASYS (Pegylated Interferon Alfa-2a (40KD)) and Copegus (Ribavirin) in Patients With Chronic Hepatitis C Genotype 2 or 3 Who Do Not Achieve a Rapid Viral Response,https://www.clinicaltrials.gov/ct2/show/NCT00623428,Phase 3,Completed,5/1/2012
NCT00628563,REALL,REALL: A Retrospective Observational Study to Compare the Effectiveness and Cost-Effectiveness Between Different Step-3 Asthma Treatment Strategies,https://www.clinicaltrials.gov/ct2/show/NCT00628563,,Completed,12/1/2015
NCT00630136,,Effectiveness of the Consent Process,https://www.clinicaltrials.gov/ct2/show/NCT00630136,,Completed,3/1/2008
NCT00630864,,The Effects of Fx-1006A on Transthyretin Stabilization and Clinical Outcome Measures in Patients With Non-V30M Transthyretin Amyloidosis,https://www.clinicaltrials.gov/ct2/show/NCT00630864,Phase 2,Completed,1/1/2010
NCT00631319,,A Double-blind Study of Controlled Release OROS Hydromorphone Compared to Placebo in Patients With Chronic Osteoarthritis (OA) Pain,https://www.clinicaltrials.gov/ct2/show/NCT00631319,Phase 3,Completed,6/1/2009
NCT00632385,,Efficacy and Safety of Eletriptan for the Treatment of Migraine in Patients Not Satisfied With Rizatriptan Therapy,https://www.clinicaltrials.gov/ct2/show/NCT00632385,Phase 4,Completed,8/1/2003
NCT00637468,EAGLE,EAGLE - Multicenter Study of the European Assessment Group for Lysis in the Eye,https://www.clinicaltrials.gov/ct2/show/NCT00637468,Phase 3,Terminated,
NCT00639158,,Safety and Efficacy Study Comparing ABT-335 Coadministered With Atorvastatin and Ezetimibe to Atorvastatin Coadministered With Ezetimibe in Subjects With Multiple Abnormal Lipid (Fat) Levels in the Blood,https://www.clinicaltrials.gov/ct2/show/NCT00639158,Phase 3,Completed,
NCT00641732,,Efficacy and Safety of TAK-442 in Subjects Undergoing Total Knee Replacement,https://www.clinicaltrials.gov/ct2/show/NCT00641732,Phase 2,Completed,10/1/2008
NCT00644020,,Phase ⅡStudy of Tyroserleutide for Injection in Hepatocellular Carcinoma(HCC) Patients,https://www.clinicaltrials.gov/ct2/show/NCT00644020,,Unknown status,8/1/2008
NCT00654147,HIV,Raltegravir + Lopinavir/Ritonavir or Emtricitabine/Tenofovir for HIV Treatment Naive Subjects,https://www.clinicaltrials.gov/ct2/show/NCT00654147,Phase 2,Completed,1/1/2012
NCT00655148,,Safety and Immunogenicity of a New Serum-free DTaP-IPVvero Combination Vaccine,https://www.clinicaltrials.gov/ct2/show/NCT00655148,Phase 3,Completed,10/1/2006
NCT00656760,,PET/CT: Role in Detecting Unknown Primary Head and Neck Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00656760,Not Applicable,Completed,3/1/2011
NCT00656786,,"Safety, Tolerability and Systemic Absorption of Menadione Topical Lotion for Epidermal-Growth-Factor-Receptor (EGFR) Inhibitor-Associated Rash",https://www.clinicaltrials.gov/ct2/show/NCT00656786,Phase 1,Completed,12/30/2009
NCT00658112,,Measuring Adherence in Subjects With Acne Vulgaris in a Clinic Population Subtitle: Topical Benzoyl Peroxide for Acne,https://www.clinicaltrials.gov/ct2/show/NCT00658112,Phase 4,Completed,5/1/2008
NCT00664365,,FTIH Study With GSK958108,https://www.clinicaltrials.gov/ct2/show/NCT00664365,Phase 1,Completed,8/22/2008
NCT00665769,PhysDis,Physiological Disturbances Associated With Neonatal Intraventricular Hemorrhage,https://www.clinicaltrials.gov/ct2/show/NCT00665769,Not Applicable,Terminated,11/1/2015
NCT00667433,REAL,Raltegravir as Early Therapy in African-Americans Living With HIV Study,https://www.clinicaltrials.gov/ct2/show/NCT00667433,Phase 1,Completed,12/1/2011
NCT00671775,,Cognitive Effects of Bariatric Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00671775,,Completed,3/1/2010
NCT00672490,MANIA,Quetiapine Fumarate (Seroquel) as Mono-Therapy or Adjunct to Lithium in the Treatment of Patients With Acute Mania in Bipolar Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00672490,Phase 4,Completed,7/1/2009
NCT00673881,,ABT-335 (Choline Fenofibrate) Reverse Cholesterol Transport (RCT) Study,https://www.clinicaltrials.gov/ct2/show/NCT00673881,Phase 1|Phase 2,Completed,5/1/2009
NCT00682851,,A Validation Study of Genzyme Diagnostics OSOM Trichomonas Rapid Test and BVBlue Test,https://www.clinicaltrials.gov/ct2/show/NCT00682851,,Completed,4/1/2009
NCT00683241,,A Phase I Clinical Trial of Autologous Dendritic Cell Vaccine for Recurrent Ovarian or Primary Peritoneal Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00683241,Phase 1,Completed,12/1/2009
NCT00687310,,"Does Tailored Education in Asthma Care Help Improve Patient Satisfaction, Adherence, and Quality of Life (TEACH) Trial",https://www.clinicaltrials.gov/ct2/show/NCT00687310,Phase 4,Completed,1/1/2007
NCT00688220,,Effect of Celliant Materials on Pain and Blood Oxygenation in Subjects With Chronic Elbow and Wrist Pain,https://www.clinicaltrials.gov/ct2/show/NCT00688220,,Terminated,12/1/2009
NCT00690508,SSTTP,Validation of Supra-Sternal Tube-Tip Palpation,https://www.clinicaltrials.gov/ct2/show/NCT00690508,Not Applicable,Unknown status,1/1/2010
NCT00691561,Project ABLE,Culturally-Tailored HIV Risk Reduction for African-American MSM,https://www.clinicaltrials.gov/ct2/show/NCT00691561,Not Applicable,Completed,3/1/2010
NCT00691743,NSAIDS II,Upper GI Symptoms In Patients Receiving Acetylsalicylic Acid/NSAIDs - NSAIDs Wave 2,https://www.clinicaltrials.gov/ct2/show/NCT00691743,,Completed,12/1/2008
NCT00694577,,Partial Breast Irradiation (PBI) for Selected Patients With Early Invasive or Non-Invasive Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00694577,Not Applicable,Completed,6/1/2021
NCT00699270,,"A Clinical Investigation of the Comprehensive®, BioModular®, and Bi-Angular® Shoulder Systems",https://www.clinicaltrials.gov/ct2/show/NCT00699270,,Withdrawn,12/1/2008
NCT00701701,,Immune Tolerance Induction Study,https://www.clinicaltrials.gov/ct2/show/NCT00701701,Phase 4,Terminated,2/18/2020
NCT00702221,,Safety and Efficacy Study of Angiotensin Therapeutic Vaccine in Subjects With Mild to Moderate Hypertension,https://www.clinicaltrials.gov/ct2/show/NCT00702221,Phase 2,Terminated,9/1/2010
NCT00703586,,Study of the Antiviral and Immunological Effects of Intensification of Suppressive Antiretroviral Therapy With Maraviroc,https://www.clinicaltrials.gov/ct2/show/NCT00703586,Phase 1,Completed,5/1/2011
NCT00704171,,PleuraSeal Post Market Study (Europe),https://www.clinicaltrials.gov/ct2/show/NCT00704171,Phase 4,Completed,12/1/2008
NCT00706680,,Thymoglobulin in Calcineurin Inhibitor and Steroid Minimization Protocol,https://www.clinicaltrials.gov/ct2/show/NCT00706680,Phase 4,Unknown status,6/1/2009
NCT00708136,EWEB,Effect of Water-Exercise on Balance Function of Healthy Elderly Individuals,https://www.clinicaltrials.gov/ct2/show/NCT00708136,Not Applicable,Completed,6/1/2007
NCT00709033,ATECRAB,"T-cells or EBV Specific CTLs, Advanced B-Cell NHL and CLL",https://www.clinicaltrials.gov/ct2/show/NCT00709033,Phase 1,"Active, not recruiting",4/1/2027
NCT00712231,,Limitations of Using a Sheimpflug Image-Based Device for Measuring Anterior Chamber Depth in Pseudophakic Eyes,https://www.clinicaltrials.gov/ct2/show/NCT00712231,,Completed,2/1/2008
NCT00712998,,X-Ray Computed Tomography and Blood Reactive Oxygen Species Level,https://www.clinicaltrials.gov/ct2/show/NCT00712998,,Terminated,7/1/2008
NCT00715234,,Evaluation of Vaccination Reminder/Recall Systems for Adolescent Patients,https://www.clinicaltrials.gov/ct2/show/NCT00715234,Not Applicable,Completed,9/1/2010
NCT00717561,,A Study to Assess the Efficacy and Safety of IV/PO Moxifloxacin in Subjects With Community-acquired Pneumonia,https://www.clinicaltrials.gov/ct2/show/NCT00717561,Phase 3,Completed,6/1/2009
NCT00722267,,European Non-interventional Study in Chronic Obstructive Pulmonary Disease (COPD) Patients,https://www.clinicaltrials.gov/ct2/show/NCT00722267,,Completed,2/1/2009
NCT00722553,,Study of Pralatrexate to Treat Advanced or Metastatic Relapsed Transitional Cell Carcinoma of the Urinary Bladder,https://www.clinicaltrials.gov/ct2/show/NCT00722553,Phase 2,Completed,9/1/2011
NCT00724269,,Comparison of OPTI-FREE RepleniSH and ReNu Multi-Plus Lens Care Regimens on Corneal Epithelium,https://www.clinicaltrials.gov/ct2/show/NCT00724269,Not Applicable,Completed,7/1/2011
NCT00725231,A-CHOP-14,Immunotherapy in Peripheral T Cell Lymphoma - the Role of Alemtuzumab in Addition to Dose Dense CHOP,https://www.clinicaltrials.gov/ct2/show/NCT00725231,Phase 3,Unknown status,3/1/2014
NCT00725621,,Real Life Dosing of Remicade for Rheumatoid Arthritis in Austria Monitored Over 9 Infusions (Study P03756)(COMPLETED),https://www.clinicaltrials.gov/ct2/show/NCT00725621,,Completed,7/1/2010
NCT00725959,,Online Social Networking for HIV Prevention,https://www.clinicaltrials.gov/ct2/show/NCT00725959,Not Applicable,Completed,12/1/2011
NCT00726557,SUPPORT,Post-marketing Surveillance Study of Ex-intravenous Drug Abusers With Chronic Hepatitis C Treated With PegIntron Plus Rebetol (P04408/MK-4031-261),https://www.clinicaltrials.gov/ct2/show/NCT00726557,,Completed,1/1/2009
NCT00729820,,"The Influence of Personality on Two Aspects of Cognitive Performance: Processing Speed, and Accuracy.",https://www.clinicaltrials.gov/ct2/show/NCT00729820,,Unknown status,
NCT00731887,LBO,Large Burn Outcome Study,https://www.clinicaltrials.gov/ct2/show/NCT00731887,,Withdrawn,6/1/2011
NCT00732121,,Bone Turnover in Type 2 Diabetes Patients,https://www.clinicaltrials.gov/ct2/show/NCT00732121,Phase 4,Unknown status,8/1/2010
NCT00732914,,Sequential Study to Treat Renal Cell Carcinoma,https://www.clinicaltrials.gov/ct2/show/NCT00732914,Phase 3,Completed,12/1/2013
NCT00738140,,Lifestyle Intervention to Improve Insulin Sensitivity and Markers of Cardiovascular Risk in Prostate Cancer Survivors,https://www.clinicaltrials.gov/ct2/show/NCT00738140,Phase 2,Completed,9/1/2012
NCT00739232,,"Single Ascending Dose Study of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of HSD-016",https://www.clinicaltrials.gov/ct2/show/NCT00739232,Phase 1,Completed,2/1/2009
NCT00740922,,"Evaluation of the Safety Follow-up of Becaplermin or Placebo Gel Following Treatment of Chronic, Full Thickness Diabetic Ulcers",https://www.clinicaltrials.gov/ct2/show/NCT00740922,,Completed,4/1/2001
NCT00741585,HYGIA,Prognostic Value of the Circadian Pattern of Ambulatory Blood Pressure for Multiple Risk Assessment,https://www.clinicaltrials.gov/ct2/show/NCT00741585,Phase 4,Completed,6/30/2018
NCT00744302,,Study of 1.25 mmol/L Calcium Dialysate on Mineral Metabolism in Haemodialysis Patients.,https://www.clinicaltrials.gov/ct2/show/NCT00744302,Phase 2,Completed,12/1/2009
NCT00747305,,Sunitinib Before and After Surgery in Treating Patients With Metastatic Kidney Cancer That Can Be Removed By Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00747305,Phase 1,Terminated,7/1/2014
NCT00747383,MSD-GLP1,How Improvement in Control of Diabetes Influences the Production of a Hormone Produced in the Gut Which Improves the Release and Action of Insulin.,https://www.clinicaltrials.gov/ct2/show/NCT00747383,Not Applicable,Completed,9/1/2010
NCT00750568,,Intravenous Terbutaline in Severe Status Asthmaticus,https://www.clinicaltrials.gov/ct2/show/NCT00750568,,Unknown status,8/1/2009
NCT00754403,,Efficacy of Pioglitazone and Fortamet Combination Therapy in Subjects With Type 2 Diabetes,https://www.clinicaltrials.gov/ct2/show/NCT00754403,Phase 4,Completed,10/1/2006
NCT00758225,,"Long-term Safety, Tolerability and Efficacy of Idebenone in Duchenne Muscular Dystrophy (DELPHI Extension)",https://www.clinicaltrials.gov/ct2/show/NCT00758225,Phase 2,Completed,1/1/2011
NCT00758680,,A Multiple-Dose Study of MK-1006 (MK-1006-004)(TERMINATED),https://www.clinicaltrials.gov/ct2/show/NCT00758680,Phase 1,Terminated,3/1/2010
NCT00761995,,Safety and Efficacy of Brinzolamide Dosed TID With Dorzolamide Dosed TID in Reducing Intraocular Pressure in Patients With Open Angle Glaucoma or Ocular Hypertension,https://www.clinicaltrials.gov/ct2/show/NCT00761995,Phase 4,Completed,7/1/2010
NCT00762554,,Depodur vs Fentanyl Infusion for Post-C/S Analgesia,https://www.clinicaltrials.gov/ct2/show/NCT00762554,Not Applicable,Withdrawn,6/1/2009
NCT00766493,EMBOLDEN,GORE® Embolic Filter in Carotid Stenting for High Risk Surgical Subjects (EMBOLDEN),https://www.clinicaltrials.gov/ct2/show/NCT00766493,Phase 3,Completed,7/1/2010
NCT00768469,,"Study Evaluating Safety And Tolerability, Solid Tumor",https://www.clinicaltrials.gov/ct2/show/NCT00768469,Phase 1,Completed,1/1/2011
NCT00771836,AHR,Airway Reactivity in Children Before and After BMT Bone Marrow Transplantation,https://www.clinicaltrials.gov/ct2/show/NCT00771836,,Completed,7/1/2007
NCT00772486,,"A Phase Ib Study of ISF35 in Combination With Chemotherapy (FCR) in Subjects With Relapsed, Refractory, and/or 17p- CLL",https://www.clinicaltrials.gov/ct2/show/NCT00772486,Phase 1,Completed,4/1/2013
NCT00775775,,"Fatigue, Sleep Disorders and Endocrine Abnormalities in TBI Patients",https://www.clinicaltrials.gov/ct2/show/NCT00775775,,Unknown status,12/1/2009
NCT00784173,,Middle and Inner Ear Malformation in Children With Velocardiofacial Syndrome,https://www.clinicaltrials.gov/ct2/show/NCT00784173,,Completed,6/1/2007
NCT00788957,,Panitumumab Combination Study With Rilotumumab or Ganitumab in Wild-type Kirsten Rat Sarcoma Virus Oncogene Homolog (KRAS) Metastatic Colorectal Cancer (mCRC),https://www.clinicaltrials.gov/ct2/show/NCT00788957,Phase 1|Phase 2,Completed,10/1/2013
NCT00790452,,Aspirin Prophylaxis for Venous Thromboembolism in Glioblastoma,https://www.clinicaltrials.gov/ct2/show/NCT00790452,Phase 2,Terminated,10/1/2009
NCT00796653,,Safety and Efficacy of BI 1744 CL in Patients With Chronic Obstructive Pulmonary Disease II,https://www.clinicaltrials.gov/ct2/show/NCT00796653,Phase 3,Completed,
NCT00796991,,"Drug-Drug Interaction - 3 Arm - Carboplatin/Paclitaxel, Dacarbazine",https://www.clinicaltrials.gov/ct2/show/NCT00796991,Phase 1,Completed,10/1/2012
NCT00797342,,"A Study of the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of PF-04629991 in Healthy Volunteers",https://www.clinicaltrials.gov/ct2/show/NCT00797342,Phase 1,Completed,4/1/2009
NCT00801892,OSA_DM,"Obstructive Sleep Apnea (OSA), Sleepiness, and Activity in Diabetes Management",https://www.clinicaltrials.gov/ct2/show/NCT00801892,Phase 3,Completed,4/1/2012
NCT00801970,,"Fear of Childbirth (Tokophobia) - Etiology, Essence and Clinical Implications",https://www.clinicaltrials.gov/ct2/show/NCT00801970,Not Applicable,Unknown status,1/1/2011
NCT00810095,PRIISM,Percutaneous Recanalization in Ischemic Stroke Management (PRIISM): A Feasibility Clinical Study,https://www.clinicaltrials.gov/ct2/show/NCT00810095,Phase 2,Completed,4/1/2011
NCT00811109,HEMOTOL,HEMOTOL: Efficacy and Safety of Hemodialysis On-line Monitoring Devices on Hemodynamic Stability in Intensive Care Unit,https://www.clinicaltrials.gov/ct2/show/NCT00811109,Phase 2|Phase 3,Completed,1/1/2010
NCT00811291,SIMBA,Influence of Vitamin-B-complex on Cognitive Ability of Kindergarten Kids,https://www.clinicaltrials.gov/ct2/show/NCT00811291,Not Applicable,Completed,12/1/2011
NCT00816712,,A Study to Evaluate the Effect of Testosterone on Muscle Fractional Synthetic Rate (MK-0000-064),https://www.clinicaltrials.gov/ct2/show/NCT00816712,Phase 1,Completed,12/1/2008
NCT00817076,,Study of the Effectiveness and Safety of Desloratadine (Aerius) Syrup in Children With Allergic Skin Inflammation (P03475),https://www.clinicaltrials.gov/ct2/show/NCT00817076,Phase 3,Completed,7/1/2003
NCT00817843,PANACEA,The PostprAndial eNdothelial Function After Combination of Ezetimibe and simvAstatin Study,https://www.clinicaltrials.gov/ct2/show/NCT00817843,Phase 4,Completed,9/1/2010
